Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
FSP;949683;USD;2017;FY;2017-12-31;2018-02-13;2020-02-11;107231000;107231000;-15944000;103743000;-33678000;-11086000;;;;;43035000;37756000;;;47816000;-81496000;-2000000;;-90398000;453000
FSP;949683;USD;2018;FY;2018-12-31;2019-02-12;2021-02-16;107231000;107231000;13069000;97171000;-8211000;-21117000;;;;;80912000;-51057000;;74931000;24934000;-49326000;-53000000;;-104488000;1358000
FSP;949683;USD;2019;FY;2019-12-31;2020-02-11;2022-02-15;107233000;107233000;6475000;93787000;-13011000;-5336000;;;;;81915000;-70746000;;;-21086000;-38603000;-25000000;;-62216000;-1387000
FSP;949683;USD;2020;FY;2020-12-31;2021-02-16;2022-02-15;107303000;107303000;32615000;91581000;-45725000;-10022000;;;;;68449000;11039000;;;11039000;-38628000;-46500000;;-85128000;-5640000
FSP;949683;USD;2021;FY;2021-12-31;2022-02-15;2022-02-15;107303000;107303000;92717000;81041000;-118212000;-19184000;;;;;36362000;508474000;;;505474000;-38491000;-448500000;-18244000;-505235000;36601000
FSR;3307749;USD;2018;FY;2018-12-31;2019-02-12;2021-05-17;277258103;277258103;-3431000;17000;74000;-77000;;;;;-3417000;-48000;;;-48000;;;7614000;7614000;4149000
FSR;3307749;USD;2019;FY;2019-12-31;2020-03-12;2022-02-28;277258103;277258103;-10879000;25000;445000;3149000;;;;;-7260000;-14000;;;-14000;;3578000;8000;3586000;-3688000
FSR;3307749;USD;2020;FY;2020-12-31;2021-03-31;2022-02-28;135034921;135034921;-130004000;77000;91527000;394000;;;;;-38006000;-676000;;;-676000;;51872000;87000;1027982000;989300000
FSR;3307749;USD;2021;FY;2021-12-31;2022-02-28;2022-02-28;135034921;135034921;-471341000;699000;145538000;23836000;;;;;-301268000;-134386000;;;-134386000;;756314000;5616000;646937000;211283000
FSS;968229;USD;2017;FY;2017-12-31;2018-02-28;2019-02-28;59700000;60400000;60500000;30000000;-10100000;-6900000;;;;;72800000;-8000000;;-269200000;-278200000;-16800000;208900000;0;190700000;-13200000
FSS;968229;USD;2018;FY;2018-12-31;2019-02-28;2021-02-25;59900000;61200000;94000000;36400000;-6500000;-31100001;;;;;92799999;-14100000;;3000000;-11000000;-18700000;-62100000;-1200000;-81200000;-100001
FSS;968229;USD;2019;FY;2019-12-31;2020-02-27;2022-03-01;60200000;61600000;108500000;41500000;10100000;-56700000;;;;;103100000;-35400000;;-49600000;-84400000;-19300000;6400000;-1000000;-24600000;-5800000
FSS;968229;USD;2020;FY;2020-12-31;2021-02-25;2022-03-01;60300000;61700000;96200000;44800000;7700000;-12400000;;;;;136200000;-29700000;;-5400000;-34400000;-19400000;-11800000;-13700000;-53400000;50100000
FSS;968229;USD;2021;FY;2021-12-31;2022-03-01;2022-03-01;60900000;61700000;100600000;50400000;4400000;-53600000;;;;;101800000;-37400000;;-131800000;-168700000;-22000000;70500000;-15400000;26400000;-41200000
FTCH;1242699;USD;2017;FY;2017-12-31;2018-03-01;2020-03-11;299857000;299857000;-112105000;10980000;28781000;13024000;;;;;-59320000;-31613000;-278000;195000;-28863000;;-21955000;322097000;300142000;233970000
FTCH;1242699;USD;2018;FY;2018-12-31;2019-03-01;2021-03-04;299857000;299857000;-173316000;23537000;62468000;-28894000;;;;;-116205000;-72115000;-288000;;-63538000;;;859526000;859526000;660784000
FTCH;1242699;USD;2019;FY;2019-12-31;2020-03-11;2022-03-04;318843240;318843240;-429575000;113591000;162021000;27321000;;;;;-126642000;-112225000;-20846000;-461691000;-583503000;;-19127000;8654000;-15249000;-722357000
FTCH;1242699;USD;2020;FY;2020-12-31;2021-03-04;2022-03-04;343829481;343829481;-619815000;217223000;207842000;311065000;;;;;116315000;-120944000;-2872000;-12016000;-132641000;;1222810000;112899000;1261040000;1250992000
FTCH;1242699;USD;2021;FY;2021-12-31;2022-03-04;2022-03-04;364696712;472357995;-476236000;251198000;231845000;-288961000;;;;;-282154000;-196561000;-109794000;-27295000;-330656000;;-26251000;36833000;405142000;-210293000
FTDR;952705;USD;2017;FY;2017-12-31;2018-02-06;2019-02-28;84500000;84500000;160000000;17000000;-13000000;30000000;;;;;194000000;-15000000;4000000;;-11000000;;-5000000;;-68000000;115000000
FTDR;952705;USD;2018;FY;2018-12-31;2019-02-08;2021-02-23;84500000;84700000;125000000;21000000;11000000;32000000;;;;;189000000;-27000000;17000000;;-10000000;;-10000000;;-165000000;14000000
FTDR;952705;USD;2019;FY;2019-12-31;2020-02-28;2022-02-25;84700000;84900000;153000000;24000000;12000000;11000000;;;;;200000000;-22000000;2000000;-38000000;-62000000;;-7000000;;-7000000;131000000
FTDR;952705;USD;2020;FY;2020-12-31;2021-02-23;2022-02-25;85200000;85500000;112000000;34000000;23000000;38000000;;;;;207000000;-32000000;7000000;-5000000;-30000000;;-7000000;;-7000000;170000000
FTDR;952705;USD;2021;FY;2021-12-31;2022-02-25;2022-02-25;85500000;85900000;128000000;35000000;60000000;-38000000;;;;;185000000;-31000000;;;-31000000;;-377000000;-103000000;-489000000;-335000000
FTEK;144208;USD;2017;FY;2017-12-31;2018-03-12;2018-03-12;23872000;23872000;-7069000;1527000;4886000;-1044000;;;;;-3568000;-490000;;;-490000;;0;;-258000;-3460000
FTEK;144208;USD;2018;FY;2018-12-31;2019-03-14;2019-03-14;24164000;24164000;85000;847000;80000;4037000;;;;;4927000;-569000;;;-569000;;;;-12000;3673000
FTEK;144208;USD;2019;FY;2019-12-31;2020-03-12;2021-03-15;24202000;24202000;-7851000;996000;1358000;2131000;;;;;-3387000;-550000;;;-45000;;;;-128000;-4558000
FTEK;144208;USD;2020;FY;2020-12-31;2021-03-15;2022-03-08;24691000;24691000;-4278000;848000;-582000;1305000;;;;;-2707000;-247000;;;-247000;;1556000;296000;1282000;-895000
FTEK;144208;USD;2021;FY;2021-12-31;2022-03-08;2022-03-08;30264000;30335000;54000;741000;-2034000;2000000;;;;;761000;-84000;;;-84000;;;25812000;23977000;24448000
FTI;637893;USD;2017;FY;2017-12-31;2018-04-02;2019-03-11;627244800;629395200;134200000;614700000;87900000;-626100000;;;;;210700000;-241300000;;0;1250000000;-60600000;-733800000;-58500000;-1054800000;468100000
FTI;637893;USD;2018;FY;2018-12-31;2019-03-11;2021-03-05;615552000;615552000;-1910800000;550400000;2147600000;-972600000;;;;;-185400000;-348600000;;-104900000;-460200000;-238100000;461700000;;-444800000;-1197400000
FTI;637893;USD;2019;FY;2019-12-31;2020-03-03;2022-02-28;602112000;602112000;-2650100000;467700000;2423200000;116900000;;;;;848500000;-405300000;18900000;16000000;-419800000;-232800000;159900000;;-784400000;-349800000
FTI;637893;USD;2020;FY;2020-12-31;2021-03-05;2022-02-28;448700000;448700000;-3518100000;412100000;3174200000;704200000;;;;;656900000;-210600000;51500000;;-180600000;-59200000;-573500000;;-1082200000;-382400000
FTI;637893;USD;2021;FY;2021-12-31;2022-02-28;2022-02-28;450700000;450700000;87000000;385400000;-247300000;489900000;;;;;781300000;-87100000;27400000;-15300000;817300000;;-1334100000;;-5065000000;-3480400000
FTK;1145423;USD;2017;FY;2017-12-31;2018-03-08;2020-03-06;57580000;57580000;-17504000;9768000;14122000;5959000;;;;;12345000;-3964000;;18490000;14526000;;-20449000;-6257000;-27285000;-239000
FTK;1145423;USD;2018;FY;2018-12-31;2019-03-08;2020-03-06;57995000;57995000;-73083000;9216000;45143000;-2092000;;;;;-20816000;-3774000;;1665000;-2109000;;21781000;168000;21480000;-1540000
FTK;1145423;USD;2019;FY;2019-12-31;2020-03-06;2021-03-16;58750000;58750000;-76073000;8465000;32355000;30708000;;;;;-4545000;-2785000;;155498000;152713000;;-49782000;-212000;-49994000;98194000
FTK;1145423;USD;2020;FY;2020-12-31;2021-03-16;2022-03-31;68312000;68312000;-136450000;3412000;109364000;-24164000;;;;;-47838000;-1316000;;-16377000;-17701000;;-70000;462000;3727000;-61914000
FTK;1145423;USD;2021;FY;2021-12-31;2022-03-31;2022-03-31;68312000;68312000;-30526000;1011000;3152000;523000;;;;;-25840000;112000;;;112000;;-62000;80000;-372000;-26000000
FTLF;1340516;USD;2017;FY;2017-12-31;2018-04-17;2019-03-22;4290684;4290684;-3832000;409000;1191000;2898000;;;;;666000;-185000;;;-185000;;-512000;;-512000;-31000
FTLF;1340516;USD;2018;FY;2018-12-31;2019-02-14;2020-03-30;4447772;5074104;509000;69000;248000;-568000;;;;;258000;;;;4000;;-1865000;600000;-1261000;-999000
FTLF;1340516;USD;2019;FY;2019-12-31;2020-02-09;2021-03-26;4207008;4505212;2698000;52000;220000;-520000;;;;;2450000;;;;-189000;;-500000;-1587000;-2255000;6000
FTLF;1340516;USD;2020;FY;2020-12-31;2021-03-26;2022-10-13;4306604;4698664;8825000;38000;-4310000;1089000;;;;;5642000;;;;79000;;;-100000;350000;6071000
FTLF;1340516;USD;2021;FY;2021-12-31;2022-10-13;2022-10-13;4406614;4801370;5410000;59000;1347000;-2623000;;;;;4193000;;;-529000;-242000;;;-390000;-390000;3561000
FTNT;130256;USD;2017;FY;2017-12-31;2018-04-30;2018-04-30;871575000;890395000;31399000;55476000;143505000;364025000;;;;;594405000;-135312000;58509000;0;-76803000;;0;-370464000;-415601000;102001000
FTNT;130256;USD;2018;FY;2018-12-31;2019-02-27;2021-02-19;845500000;871000000;334900000;55700000;252300000;-4000000;;;;;638900000;-53000000;-60200000;-21700000;-134900000;;-10100000;-125300000;-202600000;301400000
FTNT;130256;USD;2019;FY;2019-12-31;2020-02-26;2022-02-25;855000000;875000000;331700000;61600000;281700000;133000000;;;;;808000000;-92200000;-375500000;-34600000;-502300000;;-3700000;-95600000;-195600000;110100000
FTNT;130256;USD;2020;FY;2020-12-31;2021-02-19;2022-02-25;821000000;838500000;488500000;68800000;336400000;190000000;;;;;1083700000;-125900000;92000000;-40200000;-72800000;;-4099999;-1058000000;-1171599999;-160699999
FTNT;130256;USD;2021;FY;2021-12-31;2022-02-25;2022-02-25;817500000;838500000;606700000;84400000;406200000;402400000;;;;;1499700000;-295900000;-954700000;-74900000;-1325100000;;969900000;-715800000;82800000;257300000
FTV;378151;USD;2017;FY;2017-12-31;2018-02-28;2019-02-28;415262500;421357000;884300000;158300000;-37800000;15300000;;;;;1176400000;-111100000;;-1535100000;-1669700000;-97200000;682100000;0;599700000;158900000
FTV;378151;USD;2018;FY;2018-12-31;2019-02-28;2021-02-26;412872500;419086500;490200000;174200000;15300000;4400000;;;;;1344400000;-69900000;;-2778600000;-1966600000;;962600000;;879100000;216300000
FTV;378151;USD;2019;FY;2019-12-31;2020-02-27;2022-03-01;401281000;406300000;268100000;341500000;3200000;89200000;;;;;1271400000;-74500000;;-3939800000;-4054600000;-93800000;2952700000;;2802900000;26800000
FTV;378151;USD;2020;FY;2020-12-31;2021-02-26;2022-03-01;337400000;359000000;1452200000;384000000;-1159500000;301000000;;;;;1436700000;-70400000;;-40400000;-148400000;-94400000;-2131000000;;-696100000;619600000
FTV;378151;USD;2021;FY;2021-12-31;2022-03-01;2022-03-01;358900000;362200000;614200000;395500000;53700000;-70500000;;;;;961100000;-45500000;;-2570100000;-2615600000;-97700000;753600000;;652000000;-1005500000
FUL;256748;USD;2017;FY;2017-11-30;2018-01-31;2019-01-28;50370000;51619000;59466000;87315000;-23654000;17663000;;;;;140790000;-54262000;-1250000;-1745415000;-1800927000;-29612000;2848502000;-4126000;1710190000;52153000
FUL;256748;USD;2018;FY;2018-11-30;2019-01-28;2021-01-26;50591000;51975000;171232000;145126000;-56319000;-6727000;;;;;253312000;-65340000;;3499000;-61841000;-31124000;-199026000;1549000;-228601000;-43605000
FUL;256748;USD;2019;FY;2019-11-30;2020-01-24;2022-01-25;50920000;51983000;130844000;141206000;-48531000;45658000;;;;;269177000;-50849000;;62001000;7405000;-32357000;-286938000;7859000;-315046000;-38602000
FUL;256748;USD;2020;FY;2020-11-30;2021-01-26;2023-01-24;52039000;52520000;123788000;138817000;-26797000;95751000;-14842000;15708000;23130000;71755000;331559000;-100905000;;;-109460000;-33461000;-518000000;-3432000;-239211000;-11657000
FUL;256748;USD;2021;FY;2021-11-30;2022-01-25;2023-01-24;53168000;54980000;161475000;143174000;11780000;-103112000;-124849000;-135351000;176337000;-19249000;213317000;-98638000;;;-94660000;-34859000;-156500000;-2682000;-154070000;-38748000
FWRD;1801460;USD;2017;FY;2017-12-31;2018-02-23;2020-02-24;30110690;30214879;87255000;41055000;2185000;-27131000;;;;;103364000;-35825000;;-23140000;-59187000;-18052000;12210000;-41253000;-48795000;-4618000
FWRD;1801460;USD;2018;FY;2018-12-31;2019-02-20;2021-03-01;29315605;29503526;88563000;35831000;20761000;-2753000;;;;;142402000;-32595000;;-19987000;-52225000;-18427000;6698000;-61726000;-75327000;21764000
FWRD;1801460;USD;2019;FY;2019-12-31;2020-02-24;2022-03-01;28463725;28650987;82322000;36394000;23607000;3203000;;;;;145526000;-19346000;;-39000000;-58346000;-20494000;19054000;-51540000;-56012000;39092000
FWRD;1801460;USD;2020;FY;2020-12-31;2021-03-01;2022-03-01;28253571;28253571;52767000;37125000;17522000;-11309000;;;;;96105000;-17855000;;-63651000;-81506000;-20869000;43554000;-40347000;-26454000;-24495000
FWRD;1801460;USD;2021;FY;2021-12-31;2022-03-01;2022-03-01;28253571;28253571;116091000;39552000;20857000;-51604000;;;;;124896000;-36466000;;-59866000;-96332000;-22976000;42577000;-44372000;-34887000;-2938000
FYBR;388949;USD;2017;FY;2017-12-31;2018-03-01;2018-03-01;77736000;77736000;-1804000000;2184000000;-1159000000;2629000000;;;;;1850000000;-1188000000;;110000000;-1054000000;-480000000;-353000000;;-942000000;-146000000
FYBR;388949;USD;2018;FY;2018-12-31;2019-03-01;2021-03-03;89683000;89683000;-643000000;1954000000;603000000;-102000000;;;;;1812000000;-1181000000;;;-1176000000;-107000000;-436000000;;-608000000;28000000
FYBR;388949;USD;2019;FY;2019-12-31;2020-04-28;2022-02-25;104065000;104065000;-5911000000;1780000000;5718000000;-79000000;;;;;1508000000;-1138000000;;;-1134000000;;81000000;;32000000;406000000
FYBR;388949;USD;2020;FY;2020-12-31;2021-03-03;2022-08-05;104467000;104467000;4541000000;506000000;-5627000000;-74000000;;;;;-654000000;-491000000;;;-490000000;;217000000;;197000000;-947000000
FYBR;388949;USD;2021;FY;2021-12-31;2022-02-25;2022-02-25;244433000;245251000;414000000;734000000;81000000;222000000;;;;;1451000000;-1198000000;;;-1193000000;;970000000;;980000000;1238000000
G;446906;USD;2017;FY;2017-12-31;2018-03-01;2018-03-01;193864755;197049552;260841000;94915000;34236000;-30914000;;;;;359078000;-55493000;-16441000;-290056000;-361990000;-46686000;317276000;-204256000;47189000;81845000
G;446906;USD;2018;FY;2018-12-31;2019-03-01;2021-03-01;190674740;193980038;281258000;64868000;108680000;-115295000;;;;;339511000;-84310000;;-111571000;-276050000;-57102000;85605000;-140122000;-135187000;-136072000
G;446906;USD;2019;FY;2019-12-31;2020-03-02;2022-03-01;190074475;195160855;304881000;128713000;41539000;-47245000;;;;;427888000;-73177000;;-250108000;-357119000;-64671000;133620000;-10345000;39647000;98700000
G;446906;USD;2020;FY;2020-12-31;2021-03-01;2022-03-01;190396780;195780971;308276000;159842000;99830000;16360000;;;;;584308000;-69563000;;-186633000;-266397000;-74212000;135433000;-111977000;-92011000;213344000
G;446906;USD;2021;FY;2021-12-31;2022-03-01;2022-03-01;187856026;193159929;369448000;167572000;70104000;87157000;;;;;694281000;-46957000;142000;-72025000;-122753000;-80479000;52072000;-263168000;-332877000;219018000
GAIA;1291281;USD;2017;FY;2017-12-31;2018-02-27;2019-03-04;18070000;18070000;-23701000;4903000;1833000;-3827000;;;;;-20792000;-13011000;;;-13011000;;12500000;54000;12554000;-21249000
GAIA;1291281;USD;2018;FY;2018-12-31;2019-03-04;2020-02-24;18070000;18070000;-34113000;6989000;1650000;3769000;;;;;-21385000;-18859000;;;-18859000;;0;37430000;37430000;-2814000
GAIA;1291281;USD;2019;FY;2019-12-31;2020-02-24;2021-03-02;18070000;18070000;-17892000;9595000;1812000;3835000;;;;;-2574000;-18700000;;-1575000;-20275000;;4092000;287000;4379000;-18470000
GAIA;1291281;USD;2020;FY;2020-12-31;2021-03-02;2022-02-28;18834000;19442000;519000;12042000;-3607000;2696000;;;;;11650000;-176000;;;-176000;;-10612000;249000;-10363000;1111000
GAIA;1291281;USD;2021;FY;2021-12-31;2022-02-28;2022-02-28;19318000;19812000;3731000;13145000;-301000;4292000;;;;;20867000;-17340000;;-6518000;-23858000;;-160000;815000;655000;-2336000
GATX;1234771;USD;2017;FY;2017-12-31;2018-02-21;2020-02-19;38800000;39400000;502000000;322700000;-304900000;-23000000;;;;;496800000;-445900000;53800000;-36600000;-428300000;-68200000;86900000;-100000000;-83900000;-11400000
GATX;1234771;USD;2018;FY;2018-12-31;2019-02-25;2021-02-18;37600000;38300000;190500000;327300000;-46400000;13800000;;;;;485200000;-913500000;234400000;-14100000;-660300000;-69300000;167400000;-115500000;-13900000;-193000000
GATX;1234771;USD;2019;FY;2019-12-31;2020-02-19;2022-02-17;35700000;36400000;180800000;332700000;-48600000;-39100000;;;;;425800000;-722800000;250300000;;-446800000;-69300000;238400000;-150000000;65900000;44300000
GATX;1234771;USD;2020;FY;2020-12-31;2021-02-18;2022-02-17;35000000;35400000;150200000;342800000;-49800000;-6400000;;;;;436800000;-860800000;131100000;-203200000;-904900000;-71000000;492900000;;355600000;141600000
GATX;1234771;USD;2021;FY;2021-12-31;2022-02-17;2022-02-17;35500000;36000000;143100000;378400000;-37800000;23500000;;;;;507200000;-1130100000;187100000;-1800000;-917700000;-74300000;603800000;-13100000;463100000;51900000
GBT;687412;USD;2017;FY;2017-12-31;2018-02-27;2019-02-27;42323686;42323686;-117024000;1658000;14386000;7958000;;;;;-93022000;-3276000;-31724000;;-35000000;;;231955000;235188000;107166000
GBT;687412;USD;2018;FY;2018-12-31;2019-02-27;2021-02-24;51150728;51150728;-174193000;4607000;29464000;4747000;;;;;-135375000;-4749000;-179408000;;-184157000;;;404158000;397906000;78374000
GBT;687412;USD;2019;FY;2019-12-31;2020-02-26;2022-02-23;58321612;58321612;-266766000;8605000;36663000;27081000;;;;;-194417000;-3415000;-73446000;;-76861000;;72475000;233300000;298158000;26880000
GBT;687412;USD;2020;FY;2020-12-31;2021-02-24;2022-02-23;61334037;61334037;-247553000;8323000;74635000;-47267000;;;;;-211862000;-8754000;326066000;;317312000;;74799000;17608000;87120000;192570000
GBT;687412;USD;2021;FY;2021-12-31;2022-02-23;2022-02-23;62925081;62925081;-303091000;5909000;82805000;-42436000;;;;;-256813000;-3233000;15343000;;12110000;;431123000;53142000;434335000;189951000
GBX;87143;USD;2017;FY;2017-08-31;2017-10-27;2018-10-26;29225000;32562000;160462000;65129000;39440000;20573000;;;;;285604000;-61916000;;-67759000;-113738000;-24890000;272120000;;204422000;388787000
GBX;87143;USD;2018;FY;2018-08-31;2018-10-26;2020-10-28;30857000;32835000;172063000;74356000;-12713000;-130365000;;;;;103341000;-23624000;;-61329000;-80292000;-29914000;21403000;;-89267000;-80884000
GBX;87143;USD;2019;FY;2019-08-31;2019-10-29;2021-10-26;32615000;33165000;105811000;83731000;-28005000;-182778000;;;;;-21241000;-72806000;;-373271000;-443981000;-33193000;341924000;;276901000;-200987000
GBX;87143;USD;2020;FY;2020-08-31;2020-10-28;2022-10-31;32670000;33441000;87600000;109900000;-12600000;87300000;;;;;272200000;16600000;;-1800000;27500000;-35200000;292800000;;216500000;503600000
GBX;87143;USD;2021;FY;2021-08-31;2021-10-26;2022-10-31;32510000;33570000;35100000;100700000;82700000;-259000000;;;;;-40500000;-123100000;;;-117800000;-35600000;76500000;-20000000;-22700000;-170700000
GCI;651516;USD;2017;FY;2017-12-31;2018-02-28;2020-03-02;53010421;53010421;-915000;74394000;11892000;25135000;;;;;110506000;3882000;;-164155000;-160273000;-75608000;5126000;-5665000;-79723000;-129490000
GCI;651516;USD;2018;FY;2018-12-31;2019-02-28;2021-02-26;58014000;58399000;18107000;84791000;2199000;4462000;;;;;109559000;3401000;;-204877000;-201476000;-87195000;76582000;111099000;98525000;6608000
GCI;651516;USD;2019;FY;2019-12-31;2020-03-02;2022-02-24;67671398;67671398;-121190000;111882000;-32098000;66941000;;;;;25535000;13508000;;-796502000;-785060000;-91936000;991769000;;898913000;135894000
GCI;651516;USD;2020;FY;2020-12-31;2021-02-26;2022-02-24;131742000;131742000;-672397000;263819000;419623000;46725000;;;;;57770000;159369000;;;160136000;;-186263000;;-201342000;18062000
GCI;651516;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;135002000;239453000;-136171000;203958000;134584000;-74918000;;;;;127453000;72205000;;-125000;70647000;;-257189000;;-261172000;-63107000
GCO;51883;USD;2017;FY;2018-01-31;2018-04-04;2018-04-04;19218000;19218000;-111839000;78326000;186811000;11293000;;;;;164591000;-127853000;;0;-127601000;;-25102000;-17879000;-47410000;-8364000
GCO;51883;USD;2018;FY;2019-01-31;2019-04-03;2021-03-31;19351000;19495000;-51930000;76939000;154792000;57342000;;;;;237143000;-56920000;;-1088000;-56503000;;-1289000;;-52758000;127418000
GCO;51883;USD;2019;FY;2020-01-31;2020-04-01;2022-03-23;15544000;15671000;61384000;49574000;26422000;-20210000;;;;;117170000;-12016000;;65153000;53308000;;-63765000;-190384000;-256511000;-85937000
GCO;51883;USD;2020;FY;2021-01-31;2021-03-31;2022-03-23;14191000;14191000;-56429000;46499000;150253000;17418000;;;;;157741000;-24020000;;;-24020000;;-590000;;-3164000;133673000
GCO;51883;USD;2021;FY;2022-01-31;2022-03-23;2022-03-23;14314000;14616000;114850000;42969000;-25771000;107822000;;;;;239870000;-33892000;;-80000;-33898000;;-17749000;-78068000;-101169000;105434000
